0x042568b93ddc19a19e25691a2cf0d9b70d96aa2d, 1.30150249E12, 6.585472449151E8
0x6db0894203e0e0e469add61f1c95e84432858346, 5.512683E12, 6.988225572287098E7
0xa2dcb52f5cf34a84a2ebfb7d937f7051ae4c697b, 7.96054014217E11, 9.535197074504335E8
0xcd275135213c96a8991a22077dea01bae9b043d5, 0.0, 1.673613807216651E9
0x5098af0906cde6ed63f4dfd3734d6db08d15c620, 5.0E8, 5000000.0
0x4209b862be20d184af514d40964bd889a0ae383e, 0.0, 1.2182251468322624E7
0x53fbcb0c8624de7f2819d014400b8ad2e9d2c73f, 1.3146E13, 1.59235392E10
0x7e0e2a962fb6a6842d6d1c4973101e139ea77811, 5.103725244329E12, 6.113281906714182E9
0x8be1a00007e646a02b4fb613606795a6a617bc4f, 7.9587619E9, 4218159.939410372
0xe20f93b36effee7ac8224ad5454d61508c43fc6c, 0.0, 1.218033400690001E9
0xd4fa2130949a51e5d77a5d43d1911fd0786d9624, 1.56363544346E11, 7818177.217300001
0x3650e0d4e30f5d59f2796d20bf242bdba311a6da, 3.04194090561086E14, 2.92307468776809E11
0xf6309fb59b7e63f3ffb76e0dbd29e4eadae02426, 3.10400076E13, 3.050116154995876E11
0x3143cf35ba7aad7d344a27b4207e47a1ab06bacb, 5.0E9, 48151.95
0xabfb11cd8954babf095cda897ebb44a92b87e3b1, 1.96329999999E11, 4.6074487429455325E7
0xbf8887fc01b2cb22dddf6129c7dc6302ca59a350, 6.763440069332E12, 3.4737400871608037E8
0xc43afbf4fae6c9545c16a6de3c8abedc2c589271, 8.241581929E11, 3.92711617922726E7
0x16f7e2d709e02c74368de6384b6c352e537bd8de, 0.0, 1.385968765E12
0x040857fb2fc21fae186f06fdad0247c8624ab524, 0.0, 6.755E10
0x5ac0992b2e118f1c641ebb14c71469a909cb9f3e, 5819.0, 8.15257182516428E8
0x665cf8e03e1c2677a68efe44af8e5dc73e25d4ed, 1.333482E10, 402711.56399999995
0x0a45b77a3c4d600c6e5999a76bb70f2d53a794a4, 2.51E12, 4.62214492E10
0xd9f146aaf37f6940621d55c370876521677ff2cb, 2.0150986771E12, 5.36877E8
0xfc907b07fcf3ed79be48b7139741ec6bcd7c1365, 1.074793704E12, 1.4877831847620001E7
0x931be42120ac01f548eea17ad9ea92d3a319091e, 2.019385734E12, 2.4845175813286674E8
0xf8ada16802dfa43039a3836edd043343b1689515, 0.0, 8.873590713089982E7
0xfa29e806425f551c1ea6fb9a6f5ec22bb1eb4bb7, 1.61339E10, 5040370.237040864
0x4943532dd15908b5083791daad8d09be50e543d5, 1.0E11, 7342538.899999999
0x36b8bb45e3b0dcd2d51d4d1efab37e088367f5b5, 2.030002027E13, 2.533576573173406E11
0x505ed8c9c2ba94b31dfa1bf686756d3a693367f6, 0.0, 105329.68703563501
0x3d3b4b2629fcc40a93036d9eb6e6fd34e465b87b, 0.0, 8.525E9
0x3d7bd92d53449b356affb75c35c6bebf44d2819b, 3.0E12, 7.037375999999999E8
0x097d850094af2d8b50c099414fc0953aeefe5022, 8.020593E11, 3709884.639919795
0xa6024cefa71e107bbd9d8d0845d150653bcb722f, 2.82811165895E12, 6.597486432442081E8
0xab1348b382eaec3d4a05cb85c999fc205b45292c, 3.74528E12, 1.498112E9
0x61342793cfed2f03146958c9211d4d82c16122c3, 2.6776043880952E13, 9.631944616318407E9
0xd47bdd78c4eca4b5ac941a4b4cf62b34be730c42, 100000.0, 2.1093127414543495E10
0x276701908a96a8be34a6f9f19654e49da202d436, 5.277064331381E12, 9.630928695505049E8
0x64d2644b5acdd0e5ac00293b334cc65a687e5e60, 2.016E12, 6.377389849152E10
0x2dbc75423c216ac3634facc0863df0d1050bffa0, 0.0, 4.7793495E10
0xcdf9324ea60df5f892a5611793b3ecb52d7c8d0c, 3.01E12, 5.54289092E10
0x6004ee3b85eb82c71665a2662614d3e2c5fa959e, 0.0, 6.1976411660030805E7
0xacb50483f031657bcdce719202608cd8a2564c49, 4.580202914968E12, 1.4146201392309072E9
